id,name,movietitle,dialogues,budget,source
28,Missing,Harry Potter and the Chamber of Secrets,So sorry- dozed off- what have I missed?,"$100,000,000 ",denum
1,Ollivanders,Harry Potter and the Philosopher's Stone,And...who owned that wand?,"$125,000,000 ",denum
21,Letters from No One,Harry Potter and the Philosopher's Stone,No more mail through this letterbox.,"$125,000,000 ",denum
1,Snape's Worst Memory,Harry Potter and the Order of the Phoenix,"No, of course not!","$150,000,000 ",denum
2,Tea Leaves,Harry Potter and the Prisoner of Azkaban,You don't think that Grim thing's got anything to do with Sirius Black?,"$130,000,000 ",denum
1,Ministry Interior,Harry Potter and the Deathly Hallows Part 1,Ron's been coming here since he was two years old.  It's us you should be worrying about.,"$200,000,000 ",denum
4,The Lost Prophecy,Harry Potter and the Order of the Phoenix,"Haven't you wondered why I haven't spoken to you, even looked at you, for months?","$150,000,000 ",denum
26,The Burrow,Harry Potter and the Chamber of Secrets,"Well, you'd best hope that I don't put bars on your window, Ronald Weasley! Come on Harry, time for a spot of breakfast. Here we are Harry. Now tuck in! That's it. There we go.","$100,000,000 ",denum
1,Whomping Willow,Harry Potter and the Chamber of Secrets,Ahh!,"$100,000,000 ",denum
8,Liquid Luck,Harry Potter and the Half-Blood Prince,It's nearly nightfall.  Surely you realize I can't allow you to roam the grounds all by yourself.,"$250,000,000 ",denum
21,Letters from No One,Harry Potter and the Philosopher's Stone,"Fine day Sunday. In my opinion, best day of the week. Why is that, Dudley?","$125,000,000 ",denum
32,Petunia Dursley,Human,NULL,NULL,character
25,That's For My Father,Harry Potter and the Half-Blood Prince,It's alright.  I enjoyed our walk. It was like being with a friend.,"$250,000,000 ",denum
1,The Sorting Hat,Harry Potter and the Philosopher's Stone,Ahh!,"$125,000,000 ",denum
3,Out of the Fire,Harry Potter and the Order of the Phoenix,We'll also need to keep everyone away from her office.,"$150,000,000 ",denum
1,Cursed Necklace,Harry Potter and the Half-Blood Prince,I... just... know.,"$250,000,000 ",denum
3,Witnesses to an Execution,Harry Potter and the Prisoner of Azkaban,That felt good.,"$130,000,000 ",denum
4,Dobby's Reward,Harry Potter and the Chamber of Secrets,I beg your pardon?,"$100,000,000 ",denum
1,The Mirror of Erised,Harry Potter and the Philosopher's Stone,"There's something you've got to see. Now, come on!","$125,000,000 ",denum
2,Wizard's Chess,Harry Potter and the Philosopher's Stone,"It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight.","$125,000,000 ",denum
33,The Dark Mark,Harry Potter and the Goblet of Fire,Do not lie! You have been discovered at the scene of the crime!,"$150,000,000 ",denum
24,Heir of Slytherin,Harry Potter and the Chamber of Secrets,She won't wake.,"$100,000,000 ",denum
20,Felix Felicis,Harry Potter and the Half-Blood Prince,What's gotten into him?,"$250,000,000 ",denum
17,Saving Lives,Harry Potter and the Prisoner of Azkaban,"But where is it? I saw the beast, just now. Not a moment ago!","$130,000,000 ",denum
43,Malfoy Manor,Harry Potter and the Deathly Hallows Part 1,There's no way out of here. We've tried everything. It's enchanted.,"$200,000,000 ",denum
3,Godric's Hollow,Harry Potter and the Deathly Hallows Part 1,I still think we should've used Polyjuice Potion.,"$200,000,000 ",denum
1,Hogwarts Reunion,Harry Potter and the Deathly Hallows Part 2,The Carrows?,"$250,000,000 ",denum
1,The Wedding,Harry Potter and the Deathly Hallows Part 1,"Nice to meet you, sir.","$200,000,000 ",denum
36,The Third Task,Harry Potter and the Goblet of Fire,Get off me!,"$150,000,000 ",denum
2,Luna Lovegood,Harry Potter and the Order of the Phoenix,"Come on, lets go back downstairs!","$150,000,000 ",denum
38,Tea Leaves,Harry Potter and the Prisoner of Azkaban,"Give me the cup. Oh, my dear boy. My dear... you have the Grim.","$130,000,000 ",denum
6,Dueling Club,Harry Potter and the Chamber of Secrets,"Perhaps it would be prudent to first teach the students to block unfriendly spells, Professor.","$100,000,000 ",denum
1,Hogwarts Reunion,Harry Potter and the Deathly Hallows Part 2,I realize it's not much to go on.,"$250,000,000 ",denum
70,The Boy Who Lived,Harry Potter and the Deathly Hallows Part 2,Quiet!,"$250,000,000 ",denum
1,The Egg's Clue,Harry Potter and the Goblet of Fire,Myrtle!,"$150,000,000 ",denum
4,Welcome and Warning,Harry Potter and the Prisoner of Azkaban,"Our Care of Magical Creatures teacher... has decided to retire... in order to spend more time with his remaining limbs. Fortunately, I'm delighted to announce... that his place will be taken by none other... than our own Rubeus Hagrid. Finally, on a more disquieting note... at the request of the Ministry of Magic... Hogwarts will, until further notice, play host to the dementors of Azkaban... until such a time as Sirius Black is captured. The dementors will be stationed at every entrance to the grounds. Now whilst I've been assured... that their presence will not disrupt our day-to-day activities... a word of caution. Dementors are vicious creatures. They'll not distinguish... between the one they hunt and the one who gets in their way. Therefore, I must warn each and every one of you... to give them no reason to harm you. It is not in the nature of a dementor to be forgiving. But you know, happiness can be found... even in the darkest of times... if one only remembers to turn on the light.","$130,000,000 ",denum
1,Seeing the Impossible,Harry Potter and the Prisoner of Azkaban,I was sleepwalking.,"$130,000,000 ",denum
13,Veritaserum,Harry Potter and the Goblet of Fire,Marvellous creatures dragons aren't they? Do you think that miserable oaf would have led you into the woods if I hadn't suggested it? Do you think Cedric Diggory would have told you to hold the egg under the water if I hadn't have told him first myself? Do you think Neville Longbottom the witless wonder could have provided you with gilliweed if I hadn't have given him the book that led you straight to it? Huh??,"$150,000,000 ",denum
4,The Secret Riddle,Harry Potter and the Half-Blood Prince,And what of your activities outside the classroom?  Do they bring you satisfaction?,"$250,000,000 ",denum
1,The Portkey,Harry Potter and the Goblet of Fire,Yes sir. This way.,"$150,000,000 ",denum
3,Godric's Hollow,Harry Potter and the Deathly Hallows Part 1,I don't think this is a good idea.,"$200,000,000 ",denum
4,Wizards Duel,Harry Potter and the Order of the Phoenix,"I will return here later tonight, after I have seen to Harry. It should not take long. He taps the Golden centaur head.","$150,000,000 ",denum
1,The Wedding,Harry Potter and the Deathly Hallows Part 1,"Could you tell me from where they'd come, sir?","$200,000,000 ",denum
20,Fiendfyre,Harry Potter and the Deathly Hallows Part 2,I know.,"$250,000,000 ",denum
121,Charity Burbage,Human,NULL,NULL,character
3,Through the Trapdoor,Harry Potter and the Philosopher's Stone,The harp. It stopped playing.,"$125,000,000 ",denum
2,Lighting the Way Back,Harry Potter and the Deathly Hallows Part 1,It was true.  Every word.,"$200,000,000 ",denum
13,The Seven Potters,Harry Potter and the Deathly Hallows Part 1,You'll ride with Hagrid.,"$200,000,000 ",denum
46,Petrified,Harry Potter and the Chamber of Secrets,We can't cancel Quidditch.,"$100,000,000 ",denum
6,Fight and Flight,Harry Potter and the Order of the Phoenix,"Well, it appears that I cannot help you. I have none.","$150,000,000 ",denum
7,Welcome to Hogwarts,Harry Potter and the Philosopher's Stone,We're ready for you now. Follow me.,"$125,000,000 ",denum
105,Blaise Zabini,Human,Slytherin,NULL,character
1,Sirius Conversation,Harry Potter and the Goblet of Fire,No. Umm.. Voldemort was giving him a job to do. Something important.,"$150,000,000 ",denum
17,Saving Lives,Harry Potter and the Prisoner of Azkaban,"Let's get this over, please.","$130,000,000 ",denum
38,Professor Trelawney's Prediction,Harry Potter and the Prisoner of Azkaban,He will return tonight.,"$130,000,000 ",denum
2,Sword of Gryffindor,Harry Potter and the Deathly Hallows Part 1,No.  I reckoned it was you.,"$200,000,000 ",denum
3,Writing on the Wall,Harry Potter and the Chamber of Secrets,"It's a bit strange, isn't it?","$100,000,000 ",denum
21,The Advance Guard,Harry Potter and the Order of the Phoenix,Who are all you lot?,"$150,000,000 ",denum
37,Nick and Other Residents,Harry Potter and the Philosopher's Stone,"Oh, that's Professor Snape, head of Slytherin house.","$125,000,000 ",denum
3,The Wizard's Choice,Harry Potter and the Deathly Hallows Part 2,Why didn't it work for him? The Elder wand.,"$250,000,000 ",denum
3,How It Feels,Harry Potter and the Half-Blood Prince,"Um... it's a surprise.  Besides, it's you we need to worry about. And you can't pick just anyone. See that girl over there.  That's Romilda Vane.  Rumor has it she's trying to slip you a love potion.","$250,000,000 ",denum
1,Norbert,Harry Potter and the Philosopher's Stone,"Uh, Hagrid, what exactly is that?","$125,000,000 ",denum
4,Priori Incantatem,Harry Potter and the Goblet of Fire,Harry! Harry!,"$150,000,000 ",denum
8,Horace Slughorn,Harry Potter and the Half-Blood Prince,"Don't think I don't know why you're here, Albus!  The answer is still no!  Absolutely, unequivocally no!","$250,000,000 ",denum
9,The Riddle House,Harry Potter and the Goblet of Fire,Step aside so I can give our guest a proper greeting.,"$150,000,000 ",denum
2,Quidditch,Harry Potter and the Philosopher's Stone,"Thats not just any broomstick, Harry.  It's a Nimbus 2000!","$125,000,000 ",denum
2,What Could Be Safer?,Harry Potter and the Half-Blood Prince,"Anyway, Dad stepped in, told her she was being barmy.  Took a day or two, but she came round.","$250,000,000 ",denum
4,Your Mother's Eyes,Harry Potter and the Deathly Hallows Part 2,The Prophecy did not refer to a woman. It spoke of a boy born at the end of July --,"$250,000,000 ",denum
1,Potions and Parcels,Harry Potter and the Philosopher's Stone,We got lost.,"$125,000,000 ",denum
17,Witnesses to an Execution,Harry Potter and the Prisoner of Azkaban,Very interesting.,"$130,000,000 ",denum
8,The Half Blood Prince,Harry Potter and the Half-Blood Prince,"Yes, Miss Granger.  Desperately tricky to make.  Disastrous should you get it wrong.  But brewed correctly, as this has been, it has remarkable powers.  One sip and you will find that all your endeavors succeed... at least until the effects wear off.","$250,000,000 ",denum
9,The Death Eaters,Harry Potter and the Goblet of Fire,"Atta boy Harry, your parents would be proud. Especially your filthy mongrel mother. I'm going to kill you Harry Potter, I'm going to destroy you. After tonight no one will ever again question my powers. After tonight if they speak of you they'll speak only of how you begged for death, and I being a merciful lord obliged. Get up.","$150,000,000 ",denum
4,Wizards Duel,Harry Potter and the Order of the Phoenix,"Stay where you are, Harry!","$150,000,000 ",denum
8,Horcruxes,Harry Potter and the Half-Blood Prince,"Yes.  Killing rips the soul apart. It is a violation against nature. After, one is never the same.","$250,000,000 ",denum
1,He's After You,Harry Potter and the Deathly Hallows Part 2,"It's not the place you left, you","$250,000,000 ",denum
67,The Portkey,Harry Potter and the Goblet of Fire,"Merlin's beard, you must be Harry Potter.","$150,000,000 ",denum
15,Professor Umbridge's Class,Harry Potter and the Order of the Phoenix,"Ten points from Gryffindor, Mr. Potter. Let me set the record straight.","$150,000,000 ",denum
1,Through the Trapdoor,Harry Potter and the Philosopher's Stone,Hermione!!,"$125,000,000 ",denum
83,Ministry Interior,Harry Potter and the Deathly Hallows Part 1,"But I didn't take it.  I got it in Diagon Alley, at Ollivander's, when I was eleven.  It chose me.","$200,000,000 ",denum
4,The Lost Prophecy,Harry Potter and the Order of the Phoenix,"I would trust Severus Snape with my life, Harry. You have never recovered from your mistrust of him in your first year.","$150,000,000 ",denum
1,Fallen Warrior,Harry Potter and the Deathly Hallows Part 1,"I trust you with my life, Hagrid. I trust everyone in this room. Understood?","$200,000,000 ",denum
3,The Whomping Willow,Harry Potter and the Prisoner of Azkaban,"Harry, you do realize what tree this is?","$130,000,000 ",denum
60,Marge Dursley,Human,NULL,NULL,character
13,The Unforgivable Curses,Harry Potter and the Goblet of Fire,"Scores of witches and wizards have claimed that they only do did you-know-whose bidding under the influence of the imperious curse. But here's the rub, how do we sort out the liars? Another.. another.. Come on come on. Longbottom is it? Up.","$150,000,000 ",denum
1,Missing,Harry Potter and the Chamber of Secrets,"Remember what Aragog said, about that girl fifty years ago? She died in a bathroom? What if she never left?","$100,000,000 ",denum
4,Nothing to Tell,Harry Potter and the Chamber of Secrets,Hagrid.,"$100,000,000 ",denum
9,He Will Come To Me,Harry Potter and the Deathly Hallows Part 2,Does it?,"$250,000,000 ",denum
1,Dumbledore's Will,Harry Potter and the Deathly Hallows Part 1,"Dumbledore didn't want anyone to know what it is we're doing.  If I tell you, I'd be betraying him.","$200,000,000 ",denum
14,What Could Be Safer?,Harry Potter and the Half-Blood Prince,"Handy if you need to make a quick escape.  Hello, ladies!","$250,000,000 ",denum
16,The Ministry of Magic,Harry Potter and the Order of the Phoenix,"Now, Harry, I find that highly unlikely...","$150,000,000 ",denum
7,Best Foot Forward,Harry Potter and the Goblet of Fire,"Inside every boy a lordly lion prepared to prance. Mr Weasly, will you join me.","$150,000,000 ",denum
3,Detention With Dolores,Harry Potter and the Order of the Phoenix,Have you seen Ron? I can't find him anywhere.,"$150,000,000 ",denum
2,Polyjuice Potion,Harry Potter and the Chamber of Secrets,How?,"$100,000,000 ",denum
23,Flourish and Blotts,Harry Potter and the Chamber of Secrets,Clearly. Associating with Muggles and I thought your family could sink no lower. I'll see you at work.,"$100,000,000 ",denum
4,House Cup Winner,Harry Potter and the Philosopher's Stone,"Another year, gone! And now, as I understand it, the house cup needs awarded and the points stand thus. In fourth place: Gryffindor, with 312 points!  In third place: Hufflepuff, with 352 points!  Second: Ravenclaw, with 426 points!  And in first place, with 472 points: Slytherin house!  Yes, well done Slytherin, well done Slytherin. However, recent events must be taken into account and I have a few last minute points to award.  First, to Miss Hermione Granger, for the cool use of intellect while others were in grave peril: fifty points!  Second, to Mr Ronald Weasley, for the best played game of chess that Hogwarts has seen these many years: fifty points!  And third, to mister Harry Potter, for pure love and outstanding courage, I award Gryffindor house: sixty points!","$125,000,000 ",denum
2,The Dementor,Harry Potter and the Prisoner of Azkaban,Do you know everything? How is it she knows everything?,"$130,000,000 ",denum
77,Muriel,Human,NULL,NULL,character
1,Professor Umbridge's Class,Harry Potter and the Order of the Phoenix,Thanks.,"$150,000,000 ",denum
40,Aberforth Dumbledore,Harry Potter and the Deathly Hallows Part 2,"Mundungus Fletcher, 'bout a year ago.","$250,000,000 ",denum
14,Blow For Blow,Harry Potter and the Deathly Hallows Part 2,Nice night for it!,"$250,000,000 ",denum
38,The Lost Prophecy,Harry Potter and the Order of the Phoenix,"""The One with the power to vanquish the Dark Lord approaches....Born to","$150,000,000 ",denum
3,Hermione's Helping Hand,Harry Potter and the Half-Blood Prince,He's vile.,"$250,000,000 ",denum
1,Professor Umbridge's Class,Harry Potter and the Order of the Phoenix,Oh! Sorry...,"$150,000,000 ",denum
1,Give Me Harry Potter,Harry Potter and the Deathly Hallows Part 2,I'm a Gryffindor.,"$250,000,000 ",denum
1,The Order of the Phoenix,Harry Potter and the Order of the Phoenix,What's this Order everyone's talking about?,"$150,000,000 ",denum
1,The Unbreakable Vow,Harry Potter and the Half-Blood Prince,Positive.  Why?,"$250,000,000 ",denum
16,The Dark Mark,Harry Potter and the Goblet of Fire,"Harry, who?","$150,000,000 ",denum
20,Hogwarts Reunion,Harry Potter and the Deathly Hallows Part 2,Harry.,"$250,000,000 ",denum
2,Broken Ranks,Harry Potter and the Deathly Hallows Part 1,"Yeah, I'm still here.  But you two carry on.  Don't let me spoil your fun.","$200,000,000 ",denum
1,Hermione's Helping Hand,Harry Potter and the Half-Blood Prince,And?,"$250,000,000 ",denum
19,What Could Be Safer?,Harry Potter and the Half-Blood Prince,Five Galleons.,"$250,000,000 ",denum
1,The Lost Prophecy,Harry Potter and the Order of the Phoenix,Yeah.,"$150,000,000 ",denum
18,The Originals,Harry Potter and the Order of the Phoenix,This was the original Order of the Phoenix. Found it while we were cleaning.,"$150,000,000 ",denum
41,Mountain Troll,Harry Potter and the Philosopher's Stone,TROLL! IN THE DUNGEON! T-TROOLLL IN THE DUNGEON!!  Thought you ought to know.,"$125,000,000 ",denum
25,The Wedding,Harry Potter and the Deathly Hallows Part 1,"Come, Daddy.  Harry doesn't want to talk to us right now.  He's just too nice to say so.","$200,000,000 ",denum
1,King's Cross,Harry Potter and the Deathly Hallows Part 2,"Sir, this, is this... I mean, forgive me, but you are dead, aren't you, sir?","$250,000,000 ",denum
17,I Hope He Finds Me,Harry Potter and the Prisoner of Azkaban,Harry Potter.,"$130,000,000 ",denum
1,Dobby's Reward,Harry Potter and the Chamber of Secrets,Just promise me something.,"$100,000,000 ",denum
2,Norbert,Harry Potter and the Philosopher's Stone,...I forgot.,"$125,000,000 ",denum
1,Backfire,Harry Potter and the Chamber of Secrets,Hesha- Hassah.,"$100,000,000 ",denum
8,After Aragog's Burial,Harry Potter and the Half-Blood Prince,"But my dear chap, do you know how much that's worth?","$250,000,000 ",denum
2,Substitute Teacher,Harry Potter and the Prisoner of Azkaban,"He's got a point, you know.","$130,000,000 ",denum
3,A Parselmouth,Harry Potter and the Chamber of Secrets,You can talk to snakes.,"$100,000,000 ",denum
4,Your Mother's Eyes,Harry Potter and the Deathly Hallows Part 2,There will come a time when Harry Potter must be told something. But you must wait until Voldemort is at his most vulnerable.,"$250,000,000 ",denum
1,Nothing to Tell,Harry Potter and the Chamber of Secrets,Professor I swear I didn't!,"$100,000,000 ",denum
9,Fallen Warrior,Harry Potter and the Deathly Hallows Part 1,Then explain this!,"$200,000,000 ",denum
8,Liquid Luck,Harry Potter and the Half-Blood Prince,"Well, yes, actually -- Why would you think that?","$250,000,000 ",denum
95,Dark Times,Harry Potter and the Deathly Hallows Part 1,"Hermione.  Your tea is ready, dear.","$200,000,000 ",denum
1,The Department of Mysteries,Harry Potter and the Order of the Phoenix,"Whatever's in there, the Ministry sure doesn't want anyone getting to it.","$150,000,000 ",denum
2,In Grave Danger,Harry Potter and the Prisoner of Azkaban,Harry.,"$130,000,000 ",denum
4,The Hearing,Harry Potter and the Order of the Phoenix,"Witness for the Defence, Albus Percival Wulfric Brian Dumbledore.","$150,000,000 ",denum
7,Seeing the Impossible,Harry Potter and the Prisoner of Azkaban,Little lump of a boy. Always trailing after Sirius Black.,"$130,000,000 ",denum
1,Rita Skeeter,Harry Potter and the Goblet of Fire,"Oh, no.","$150,000,000 ",denum
4,Horcruxes,Harry Potter and the Half-Blood Prince,"Too much... I can't... take it... I want... to die... kill... kill me... KILL ME, HARRY!","$250,000,000 ",denum
58,The Knight Bus,Harry Potter and the Prisoner of Azkaban,Whereabouts are you headed?,"$130,000,000 ",denum
1,Dobby's Warning,Harry Potter and the Chamber of Secrets,"Give me those, now!","$100,000,000 ",denum
29,Potions and Parcels,Harry Potter and the Philosopher's Stone,"Hey, look! Neville's got a Remembrall!","$125,000,000 ",denum
8,Perilous Potions,Harry Potter and the Half-Blood Prince,Yes???!!!! Oh.  Potter.  It's you.  I'm afraid I'm busy at the moment --,"$250,000,000 ",denum
42,James Potter,Human,Gryffindor,Stag,character
4,The Lost Prophecy,Harry Potter and the Order of the Phoenix,"Interestingly, there were two boys whom the prophesy could have been referring to. You and Neville Longbottom.","$150,000,000 ",denum
1,The Department of Mysteries,Harry Potter and the Order of the Phoenix,Let my friends go and I will.,"$150,000,000 ",denum
1,Sluggish Memory,Harry Potter and the Half-Blood Prince,"I don't know him that well, sir --","$250,000,000 ",denum
35,Writing on the Wall,Harry Potter and the Chamber of Secrets,Ask him. It's him who's done it. You saw what he wrote on the wall.,"$100,000,000 ",denum
35,Cloaked in darkness,Harry Potter and the Philosopher's Stone,Who's there?!  I know you're in there. You can't hide.  Who is it? Show yourself!,"$125,000,000 ",denum
36,"Flesh, Blood and Bone",Harry Potter and the Goblet of Fire,What are you talking about?,"$150,000,000 ",denum
4,The Lost Prophecy,Harry Potter and the Order of the Phoenix,He didn't hate Kreacher himself. Kreacher was a reminder to Sirius of the home he had always hated.,"$150,000,000 ",denum
33,The Pensieve,Harry Potter and the Goblet of Fire,Unless the witness possesses any name of genuine consequence this session is now concluded.,"$150,000,000 ",denum
15,Fight and Flight,Harry Potter and the Order of the Phoenix,"We've played nicely, Potter. You","$150,000,000 ",denum
3,Lighting the Way Back,Harry Potter and the Deathly Hallows Part 1,"Harry, you don't have a clue where the next Horcrux is.  And neither do I.  But this, this means something.  I'm sure of it.","$200,000,000 ",denum
18,Beyond the Veil,Harry Potter and the Order of the Phoenix,"Hello, cousin!","$150,000,000 ",denum
2,Potions and Parcels,Harry Potter and the Philosopher's Stone,"Turn it into rum. Actually managed a weak tea yesterday, before-","$125,000,000 ",denum
1,Exit the Dragon,Harry Potter and the Deathly Hallows Part 2,"I can't always help it, Hermione!","$250,000,000 ",denum
2,Fallen Warrior,Harry Potter and the Deathly Hallows Part 1,"For you?  You think Madeye died for you?  You think George took that curse for you?  You may be the Chosen One, mate, but this is a whole lot bigger than that.","$200,000,000 ",denum
4,Your Mother's Eyes,Harry Potter and the Deathly Hallows Part 2,"Lily and James put their faith in the wrong person. Rather like you, Severus.","$250,000,000 ",denum
1,Copping the Cup,Harry Potter and the Deathly Hallows Part 2,Griphook! Griphook!,"$250,000,000 ",denum
3,The Yule Ball,Harry Potter and the Goblet of Fire,"Next time there's a ball pluck up the courage and ask me before somebody else does, and not as a last resort.","$150,000,000 ",denum
3,Clues Revealed,Harry Potter and the Deathly Hallows Part 1,"I don't know.  But look, I've found something as well...","$200,000,000 ",denum
3,Welcome Back,Harry Potter and the Chamber of Secrets,Thanks.,"$100,000,000 ",denum
1,Out Of The Hat,Harry Potter and the Chamber of Secrets,So the Sorting Hat was right! I should be in Slytherin.,"$100,000,000 ",denum
18,Beyond the Veil,Harry Potter and the Order of the Phoenix,"Is that the best you've got, cousin?","$150,000,000 ",denum
15,Unquiet Escape,Harry Potter and the Order of the Phoenix,Not anymore.,"$150,000,000 ",denum
1,The Hungarian Horntail,Harry Potter and the Goblet of Fire,Is that right? Well.... what?,"$150,000,000 ",denum
18,Sirius Black,Harry Potter and the Prisoner of Azkaban,Let's kill him!,"$130,000,000 ",denum
84,Nineteen Years Later,Harry Potter and the Deathly Hallows Part 2,What if I'm put in Slytherin?,"$250,000,000 ",denum
57,The First Task,Harry Potter and the Goblet of Fire,Young love! Ohh how.. stirring. If everything goes unfortunately today you might make the front page.,"$150,000,000 ",denum
2,Broken Ranks,Harry Potter and the Deathly Hallows Part 1,And you?,"$200,000,000 ",denum
25,Felix Felicis,Harry Potter and the Half-Blood Prince,"Hello, everyone.  You look dreadful, Ron.","$250,000,000 ",denum
2,The Whomping Willow,Harry Potter and the Prisoner of Azkaban,Help!,"$130,000,000 ",denum
6,Occlumency,Harry Potter and the Order of the Phoenix,"Realized what, Potter?","$150,000,000 ",denum
1,The Patronus,Harry Potter and the Prisoner of Azkaban,I think I've had enough for today.,"$130,000,000 ",denum
2,Broken Ranks,Harry Potter and the Deathly Hallows Part 1,I said leave it.,"$200,000,000 ",denum
14,Out of the Fire,Harry Potter and the Order of the Phoenix,"Fairly amusing, yeah.","$150,000,000 ",denum
22,Gringotts,Harry Potter and the Deathly Hallows Part 2,I don't like to be kept waiting.,"$250,000,000 ",denum
25,He's After You,Harry Potter and the Deathly Hallows Part 2,The sky has lost a star.,"$250,000,000 ",denum
2,Sirius Black,Harry Potter and the Prisoner of Azkaban,Harry it's a trap. He's the dog. He's an Animagus.,"$130,000,000 ",denum
4,The Secret Riddle,Harry Potter and the Half-Blood Prince,So.  How are you?,"$250,000,000 ",denum
111,The First Task,Harry Potter and the Goblet of Fire,Parcel for you Mr Weasley.,"$150,000,000 ",denum
3,Tea Leaves,Harry Potter and the Prisoner of Azkaban,"Oh, honestly, Ron. If you ask me, Divination's a woolly discipline. Now, Ancient Runes, that's a fascinating subject.","$130,000,000 ",denum
1,Car Rescue,Harry Potter and the Chamber of Secrets,Ron! Fred. George. What are you all doing here?,"$100,000,000 ",denum
1,The Department of Mysteries,Harry Potter and the Order of the Phoenix,Stupify!,"$150,000,000 ",denum
1,Writing on the Wall,Harry Potter and the Chamber of Secrets,When I said I wasn't hungry. We were heading back to the common room when we found Mrs. Norris.,"$100,000,000 ",denum
106,Mudbloods and Murmurs,Harry Potter and the Chamber of Secrets,"Wow! Can you turn him around, Harry?","$100,000,000 ",denum
13,The Seven Potters,Harry Potter and the Deathly Hallows Part 1,"For those of you who haven't taken Polyjuice Potion before, fair warning.  It tastes like goblin piss.","$200,000,000 ",denum
1,The Egg's Clue,Harry Potter and the Goblet of Fire,Spectacular.,"$150,000,000 ",denum
13,Transforming Malfoy,Harry Potter and the Goblet of Fire,Technically it's a ferret.,"$150,000,000 ",denum
18,Sirius Black,Human,Gryffindor,NULL,character
16,The Originals,Harry Potter and the Order of the Phoenix,"Sirius, we saw Fudge talking with Lucius Malfoy on Level Nine again. Tell Dumbledore, next time he comes in, would you?","$150,000,000 ",denum
1,Bathilda's Secret,Harry Potter and the Deathly Hallows Part 1,His name.  Can you tell me his name?,"$200,000,000 ",denum
1,Fiendfyre,Harry Potter and the Deathly Hallows Part 2,Why didn't you tell her?,"$250,000,000 ",denum
12,That's For My Father,Harry Potter and the Half-Blood Prince,Is my father's.  He's not dead.,"$250,000,000 ",denum
13,Veritaserum,Harry Potter and the Goblet of Fire,Does it hurt?,"$150,000,000 ",denum
3,The Whomping Willow,Harry Potter and the Prisoner of Azkaban,"Oh, I'm sorry.","$130,000,000 ",denum
1,Exit the Dragon,Harry Potter and the Deathly Hallows Part 2,I reckon he'll do anything to stop us from finding the rest. There's more: one of them's at Hogwarts.,"$250,000,000 ",denum
25,He's After You,Harry Potter and the Deathly Hallows Part 2,Neither am I.,"$250,000,000 ",denum
18,Sirius Conversation,Harry Potter and the Goblet of Fire,"Shh... I had to ask. Now, tell me about this dream of yours. You mentioned Wormtail and Voldemort, but who was the third man in the room?","$150,000,000 ",denum
25,What Could Be Safer?,Harry Potter and the Half-Blood Prince,Quibbler...?  Quibbler...?,"$250,000,000 ",denum
12,The Astronomy Tower,Harry Potter and the Half-Blood Prince,I've been mending it.,"$250,000,000 ",denum
1,Aunt Marge's Big Mistake,Harry Potter and the Prisoner of Azkaban,I don't care. Anywhere's better than here.,"$130,000,000 ",denum
3,In the Hog's Head,Harry Potter and the Order of the Phoenix,These are some people I mentioned my Defense Against the Dark Arts idea with.,"$150,000,000 ",denum
1,Nothing to Tell,Harry Potter and the Chamber of Secrets,Professor Dumbledore?,"$100,000,000 ",denum
3,Forest Fugitives,Harry Potter and the Deathly Hallows Part 1,Tell me. What you saw.,"$200,000,000 ",denum
57,Rita Skeeter,Harry Potter and the Goblet of Fire,You should feel right at home then. Don't mind if I use the quill do you?,"$150,000,000 ",denum
1,Final Hiding Place,Harry Potter and the Deathly Hallows Part 2,"There's something wrong with him. In the past, I could always follow his thoughts. Now everything feels disconnected.","$250,000,000 ",denum
1,Horcruxes,Harry Potter and the Half-Blood Prince,Sir!,"$250,000,000 ",denum
4,The Lost Prophecy,Harry Potter and the Order of the Phoenix,"You have no idea the pain it causes me to tell it to you, even now. But unfortunately, I must.","$150,000,000 ",denum
1,Facts and Feathers,Harry Potter and the Philosopher's Stone,Whoa.,"$125,000,000 ",denum
3,Rogue Bludger,Harry Potter and the Chamber of Secrets,Let's go.,"$100,000,000 ",denum
4,Horcruxes,Harry Potter and the Half-Blood Prince,"Whether it has or hasn't is irrelevant.  I will not negotiate this with you, Severus.  You agreed.  There's nothing more to discuss.","$250,000,000 ",denum
19,Dumbledore's Will,Harry Potter and the Deathly Hallows Part 1,"Bloody hell, what's the Minister of Magic doing here?","$200,000,000 ",denum
4,Unquiet Escape,Harry Potter and the Order of the Phoenix,"Naturally. All of you did rather well on your spellwork at this school, but if you attempt to take me in by force, I'm afraid I shall have to hurt you.","$150,000,000 ",denum
1,The Seven Potters,Harry Potter and the Deathly Hallows Part 1,This is different.  Taking that. Becoming me -- no.,"$200,000,000 ",denum
1,Duty To Our School,Harry Potter and the Deathly Hallows Part 2,I think you're right.,"$250,000,000 ",denum
7,Dumbledore's Army,Harry Potter and the Order of the Phoenix,You thought wrong. Now kindly remove yourself from my office.,"$150,000,000 ",denum
2,Fallen Warrior,Harry Potter and the Deathly Hallows Part 1,"I mean, they're bits of his soul, the Horcruxes.  Bits of him.  When Dumbledore destroyed the ring and you destroyed Tom Riddle's diary all those years ago -- he must've felt something right?","$200,000,000 ",denum
