id,name,movietitle,dialogues,budget,source
1,The Wedding,Harry Potter and the Deathly Hallows Part 1,"Sir, I was wondering if you'd had much contact with him before he died.","$200,000,000 ",denum
28,Chamber of Secrets,Harry Potter and the Chamber of Secrets,"Now, boys what good will it do?","$100,000,000 ",denum
10,Free Agents,Harry Potter and the Half-Blood Prince,I didn't make the cut for the Slug Club.  It's okay.  He's got Belby handing out towels in the loo.,"$250,000,000 ",denum
1,Clues Revealed,Harry Potter and the Deathly Hallows Part 1,"Luna's dad was wearing that, at Ron- At Bill and Fleur's wedding.","$200,000,000 ",denum
4,Unquiet Escape,Harry Potter and the Order of the Phoenix,"Quite correct, Cornelius.","$150,000,000 ",denum
2,The First Task,Harry Potter and the Goblet of Fire,Ginny these must be for you.,"$150,000,000 ",denum
1,Dobby Has No Master,Harry Potter and the Deathly Hallows Part 1,Stupefy!,"$200,000,000 ",denum
1,Mark of Love,Harry Potter and the Philosopher's Stone,"Does that mean, with the Stone gone, I mean, that Voldemort can never come back?","$125,000,000 ",denum
2,Norbert,Harry Potter and the Philosopher's Stone,Immortal?,"$125,000,000 ",denum
1,The Wedding,Harry Potter and the Deathly Hallows Part 1,"Oh, right.  Slipped my mind...","$200,000,000 ",denum
22,Malfoy Manor,Harry Potter and the Deathly Hallows Part 1,Show me. Get Draco. Well?,"$200,000,000 ",denum
3,Cursed Necklace,Harry Potter and the Half-Blood Prince,What's up?,"$250,000,000 ",denum
7,The Sorting Hat,Harry Potter and the Philosopher's Stone,"When I call your name, you will come forth, I shall place the sorting hat on your head, and you will be sorted into your houses. Hermione Granger.","$125,000,000 ",denum
2,Mountain Troll,Harry Potter and the Philosopher's Stone,What are friends for?,"$125,000,000 ",denum
17,The Hearing,Harry Potter and the Order of the Phoenix,All opposed?,"$150,000,000 ",denum
3,Griphook's Price,Harry Potter and the Deathly Hallows Part 2,"Harry, are you thinking there's a Horcrux in Bellatrix's vault?","$250,000,000 ",denum
1,Rita Skeeter,Harry Potter and the Goblet of Fire,I dunno I haven't really thought about it.,"$150,000,000 ",denum
6,Your Mother's Eyes,Harry Potter and the Deathly Hallows Part 2,Yes! But he thinks it's her son! He intends to hunt them down now! To kill them!,"$250,000,000 ",denum
1,Horcruxes,Harry Potter and the Half-Blood Prince,"We couldn't, perhaps, just try a Summoning Charm, sir?","$250,000,000 ",denum
8,Horace Slughorn,Harry Potter and the Half-Blood Prince,S-someone else?  I'm sure I don't know what you mean.,"$250,000,000 ",denum
26,"Number Twelve, Grimmauld Place",Harry Potter and the Order of the Phoenix,"Sirius, the meeting is about to start!","$150,000,000 ",denum
2,Cursed Necklace,Harry Potter and the Half-Blood Prince,"Believe me, Professor, I've been asking myself the same question for six years.","$250,000,000 ",denum
15,Fight and Flight,Harry Potter and the Order of the Phoenix,Tell him?,"$150,000,000 ",denum
6,Occlumency,Harry Potter and the Order of the Phoenix,"Sit, Potter.","$150,000,000 ",denum
17,The Leaky Cauldron,Harry Potter and the Prisoner of Azkaban,"Nothing, of course. You're safe. And that's what matters. And tomorrow you'll be on your way back to Hogwarts. These are your new schoolbooks. I took the liberty... of having them brought here. Now Tom will show you to your room.","$130,000,000 ",denum
42,Snape's Worst Memory,Harry Potter and the Order of the Phoenix,"You're lucky Lily was here, Snivellus!","$150,000,000 ",denum
1,Horcruxes,Harry Potter and the Half-Blood Prince,I promise.,"$250,000,000 ",denum
1,The Third Task,Harry Potter and the Goblet of Fire,No stop! He's bewitched Cedric.,"$150,000,000 ",denum
29,The Triwizard Tournament,Harry Potter and the Goblet of Fire,What's that he's drinking do you suppose?,"$150,000,000 ",denum
3,The Department of Mysteries,Harry Potter and the Order of the Phoenix,Stupify!,"$150,000,000 ",denum
1,Chamber of Secrets,Harry Potter and the Chamber of Secrets,"Oh, yes there is! You first.","$100,000,000 ",denum
6,Peter Pettigrew,Harry Potter and the Prisoner of Azkaban,After you.,"$130,000,000 ",denum
3,Place to Hide,Harry Potter and the Deathly Hallows Part 1,"Yes.  Question is, did he actually destroy the real Horcrux?","$200,000,000 ",denum
4,The Four Champions,Harry Potter and the Goblet of Fire,You're absolutely sure?,"$150,000,000 ",denum
16,The Quidditch World Cup,Harry Potter and the Goblet of Fire,"Come on up, take your seats. I told you these seats would be worth waiting for.","$150,000,000 ",denum
18,Sirius Conversation,Harry Potter and the Goblet of Fire,I haven't a clue who put your name in that goblet Harry but whoever did it is no friend to you. People die in this tournament.,"$150,000,000 ",denum
31,In a Cage,Harry Potter and the Chamber of Secrets,I'll be waiting to open the door!,"$100,000,000 ",denum
3,The Portkey,Harry Potter and the Goblet of Fire,What??,"$150,000,000 ",denum
1,Norbert,Harry Potter and the Philosopher's Stone,Wait a minute.  One of the teachers?,"$125,000,000 ",denum
2,Malfoy Manor,Harry Potter and the Deathly Hallows Part 1,Let her go.,"$200,000,000 ",denum
3,Kreacher's Tale,Harry Potter and the Deathly Hallows Part 1,Maybe he knows.,"$200,000,000 ",denum
1,He's After You,Harry Potter and the Deathly Hallows Part 2,He'll be leaving too.,"$250,000,000 ",denum
21,Letters from No One,Harry Potter and the Philosopher's Stone,Give me that! Give me that letter!,"$125,000,000 ",denum
46,Petrified,Harry Potter and the Chamber of Secrets,"Well, that too. Professor McGonagall.","$100,000,000 ",denum
2,Flying to Hogwarts,Harry Potter and the Chamber of Secrets,Oh no! The Invisibility Booster must be faulty!,"$100,000,000 ",denum
8,Horcruxes,Harry Potter and the Half-Blood Prince,"Yes, I imagine you do.  Something on your mind, Tom?","$250,000,000 ",denum
1,Aunt Marge's Big Mistake,Harry Potter and the Prisoner of Azkaban,"Oh, yeah. Yeah. I've been beaten loads of times.","$130,000,000 ",denum
4,Occlumency,Harry Potter and the Order of the Phoenix,Raise the alarm. We must make sure Arthur is found by the right people.,"$150,000,000 ",denum
15,"Preserve, Perfect and Prune",Harry Potter and the Order of the Phoenix,"Thank you, Headmaster. Now, how are we all doing tonight? I thought I would just say a few words. I am here at the Ministry of Magic's bequest, under Educational Decree twenty-two, which states that if the Headmaster of Hogwarts is unable to fill any teaching post the Ministry shall select one for the position.","$150,000,000 ",denum
3,To Diagon Alley,Harry Potter and the Chamber of Secrets,What did you do to your glasses? Oculus reparo.,"$100,000,000 ",denum
19,The Marauder's Map,Harry Potter and the Prisoner of Azkaban,This one.,"$130,000,000 ",denum
2,Hermione's Helping Hand,Harry Potter and the Half-Blood Prince,Hard feelings?,"$250,000,000 ",denum
1,Whomping Willow,Harry Potter and the Chamber of Secrets,Ahh! Ahh! Ahh!,"$100,000,000 ",denum
2,He's After You,Harry Potter and the Deathly Hallows Part 2,"Never mind. I'm good.  That is you in there, isn't it?","$250,000,000 ",denum
1,The Wizard's Choice,Harry Potter and the Deathly Hallows Part 2,"When he killed Snape, he thought the wand would become his. But the thing is... it never belonged to Snape.","$250,000,000 ",denum
14,What Could Be Safer?,Harry Potter and the Half-Blood Prince,Are you not currently dating Dean Thomas?,"$250,000,000 ",denum
17,Unquiet Escape,Harry Potter and the Order of the Phoenix,This is too good to be true!,"$150,000,000 ",denum
16,The Originals,Harry Potter and the Order of the Phoenix,"Dunno, Harry. Some things are just beyond comprehension.","$150,000,000 ",denum
29,Duty To Our School,Harry Potter and the Deathly Hallows Part 2,I can bring 'er down.,"$250,000,000 ",denum
3,Petrified,Harry Potter and the Chamber of Secrets,No!,"$100,000,000 ",denum
1,Aragog,Harry Potter and the Chamber of Secrets,Don't panic.,"$100,000,000 ",denum
1,Christmas Gift,Harry Potter and the Philosopher's Stone,Who knows? Why was he trying to get past that three-headed dog on Halloween?,"$125,000,000 ",denum
1,King's Cross,Harry Potter and the Deathly Hallows Part 2,"Which would be, sir?","$250,000,000 ",denum
1,He's After You,Harry Potter and the Deathly Hallows Part 2,"Can you identify these, sir?","$250,000,000 ",denum
18,The Order of the Phoenix,Harry Potter and the Order of the Phoenix,"Well, the Ministry is furious with you.","$150,000,000 ",denum
43,He's After You,Harry Potter and the Deathly Hallows Part 2,"The wand chooses the wizard, Mr. Potter. That much has always been clear to those of us who have studied wandlore.","$250,000,000 ",denum
1,Ministry Interior,Harry Potter and the Deathly Hallows Part 1,"You're lying.  And one mustn't tell lies, Dolores... Stupefy!","$200,000,000 ",denum
1,Flying to Hogwarts,Harry Potter and the Chamber of Secrets,"Well come on, then. Let's go lower. We need to find the train.","$100,000,000 ",denum
8,Horcruxes,Harry Potter and the Half-Blood Prince,"Look sharp, Tom.  You don't want to be caught out of bed after hours...","$250,000,000 ",denum
2,Water-Making Spell,Aguamenti,Conjures water,Icy blue,spells
8,Slug Club,Harry Potter and the Half-Blood Prince,Fascinating.  And is that considered a dangerous profession?,"$250,000,000 ",denum
26,The Burrow,Harry Potter and the Chamber of Secrets,"Oh, no.","$100,000,000 ",denum
65,Lavender Brown,Human,Gryffindor,NULL,character
1,The Dark Mark,Harry Potter and the Goblet of Fire,Crime?,"$150,000,000 ",denum
1,The Hungarian Horntail,Harry Potter and the Goblet of Fire,Well you can tell Ronald...,"$150,000,000 ",denum
1,Cursed Necklace,Harry Potter and the Half-Blood Prince,No.  Over here.,"$250,000,000 ",denum
1,The Portkey,Harry Potter and the Goblet of Fire,Thanks.,"$150,000,000 ",denum
2,Let Events Unfold,Harry Potter and the Goblet of Fire,"Yeah that's me, Ron Weasley... Harry Potter's stupid friend.","$150,000,000 ",denum
3,In Grave Danger,Harry Potter and the Prisoner of Azkaban,"Good morning, Mr. Weasley.","$130,000,000 ",denum
15,Professor Umbridge's Class,Harry Potter and the Order of the Phoenix,Yes?,"$150,000,000 ",denum
4,King's Cross,Harry Potter and the Deathly Hallows Part 2,I was going to ask you that. Where would you say that we are?,"$250,000,000 ",denum
53,Malfoy Manor,Harry Potter and the Deathly Hallows Part 1,"Now, we won't be forgetting who actually caught him, I hope, Mr. Malfoy.","$200,000,000 ",denum
61,The Advance Guard,Harry Potter and the Order of the Phoenix,We're there!,"$150,000,000 ",denum
1,Friends Become Foes,Harry Potter and the Prisoner of Azkaban,You okay?,"$130,000,000 ",denum
1,Horcruxes,Harry Potter and the Half-Blood Prince,"Sir, I thought one couldn't Apparate within Hogwarts.","$250,000,000 ",denum
2,Through the Trapdoor,Harry Potter and the Philosopher's Stone,"Alohomora!  Well, it was worth a try.","$125,000,000 ",denum
16,The Originals,Harry Potter and the Order of the Phoenix,"Well, I'd better be off. I've got a bewitched vomiting toilet to deal with.","$150,000,000 ",denum
1,The Firebolt,Harry Potter and the Prisoner of Azkaban,What are you talking about?,"$130,000,000 ",denum
10,Fight and Flight,Harry Potter and the Order of the Phoenix,Expelliarmus!,"$150,000,000 ",denum
1,Hiding the Book,Harry Potter and the Half-Blood Prince,The Room of Requirement...,"$250,000,000 ",denum
3,Place to Hide,Harry Potter and the Deathly Hallows Part 1,Undetectable Extension Charm.,"$200,000,000 ",denum
7,Dark Forces,Harry Potter and the Half-Blood Prince,"And so you did when Professor Snape was teaching Potions. However, Professor Slughorn is perfectly happy to accept N.E.W.T. students with 'Exceeds Expectations.'","$250,000,000 ",denum
75,The Second Task,Harry Potter and the Goblet of Fire,I don't know I can't see him.,"$150,000,000 ",denum
1,Sectumsempra,Harry Potter and the Half-Blood Prince,"How are you, Katie?","$250,000,000 ",denum
3,Fight and Flight,Harry Potter and the Order of the Phoenix,I thought it worked out rather nicely.,"$150,000,000 ",denum
4,Horcruxes,Harry Potter and the Half-Blood Prince,"At times I forget how much you've grown.  At times I still see the small boy from the cupboard. Forgive my mawkishness, Harry.  I am an old man.","$250,000,000 ",denum
2,Place to Hide,Harry Potter and the Deathly Hallows Part 1,By the way -- these jeans?  Not my favorite.  Bit tight.,"$200,000,000 ",denum
1,Dobby's Reward,Harry Potter and the Chamber of Secrets,Open it.,"$100,000,000 ",denum
13,The Seven Potters,Harry Potter and the Deathly Hallows Part 1,I believe you're familiar with this particular brew.,"$200,000,000 ",denum
4,Hermione's Secret,Harry Potter and the Prisoner of Azkaban,Scabbers?,"$130,000,000 ",denum
3,Welcome and Warning,Harry Potter and the Prisoner of Azkaban,Just forget it.,"$130,000,000 ",denum
3,Dark Times,Harry Potter and the Deathly Hallows Part 1,Goodbye.,"$200,000,000 ",denum
62,The Wedding,Harry Potter and the Deathly Hallows Part 1,A monstrous betrayal.  I can only conclude the rumors are true and that she has become untethered.,"$200,000,000 ",denum
1,Slug Club,Harry Potter and the Half-Blood Prince,What was he like?,"$250,000,000 ",denum
14,What Could Be Safer?,Harry Potter and the Half-Blood Prince,Aren't they now.  Pygmy Puffs. Can't breed them fast enough.,"$250,000,000 ",denum
101,An Unexpected Challenge,Harry Potter and the Goblet of Fire,Hi Harry.,"$150,000,000 ",denum
1,Saving Lives,Harry Potter and the Prisoner of Azkaban,What?,"$130,000,000 ",denum
9,Exit the Dragon,Harry Potter and the Deathly Hallows Part 2,"The boy has discovered our secret, Nagini. We must find out just how much he knows. We must return to our hiding places and see if the others are safe.","$250,000,000 ",denum
3,Saving Lives,Harry Potter and the Prisoner of Azkaban,Fudge is coming. And we aren't leaving? Why aren't we leaving?,"$130,000,000 ",denum
34,Xenophilius Lovegood,Human,NULL,NULL,character
4,Your Mother's Eyes,Harry Potter and the Deathly Hallows Part 2,You disgust me. You would sacrifice the life of an innocent child over a schoolboy crush?,"$250,000,000 ",denum
15,Ministry Interior,Harry Potter and the Deathly Hallows Part 1,Would you please tell the court from which witch or wizard you took this wand.,"$200,000,000 ",denum
4,The Lost Prophecy,Harry Potter and the Order of the Phoenix,"There is only the end of the prophesy which we haven't addressed. It states ""neither can live while the other survives.""","$150,000,000 ",denum
1,Aunt Marge's Big Mistake,Harry Potter and the Prisoner of Azkaban,Yes.,"$130,000,000 ",denum
4,King's Cross,Harry Potter and the Deathly Hallows Part 2,"I've never put much stock in miracles, Harry. On the other hand, I can attest wholly to the extensive advantages of a related phenomenon.","$250,000,000 ",denum
4,Doorstep Delivery,Harry Potter and the Philosopher's Stone,"No problems, I trust, Hagrid?","$125,000,000 ",denum
13,The Advance Guard,Harry Potter and the Order of the Phoenix,"We're not far, now!","$150,000,000 ",denum
4,King's Cross,Harry Potter and the Deathly Hallows Part 2,"Harry. You wonderful boy. You brave, brave man. Let us walk.","$250,000,000 ",denum
8,Horace Slughorn,Harry Potter and the Half-Blood Prince,Merlin's Beard!,"$250,000,000 ",denum
29,The Second Task,Harry Potter and the Goblet of Fire,What's the matter with him?,"$150,000,000 ",denum
18,The Originals,Harry Potter and the Order of the Phoenix,"I know I'm not your father, Harry, but I'll always be there for you, if I can help it...","$150,000,000 ",denum
2,Witnesses to an Execution,Harry Potter and the Prisoner of Azkaban,"Right. Next time I see Crookshanks, I'll let him know.","$130,000,000 ",denum
1,Bathilda's Secret,Harry Potter and the Deathly Hallows Part 1,"Hermione, I don't need to have read A History of Magic to know who Gellert Grindelwald is.","$200,000,000 ",denum
58,The Leaky Cauldron,Harry Potter and the Prisoner of Azkaban,"Take it away, Ern.","$130,000,000 ",denum
14,What Could Be Safer?,Harry Potter and the Half-Blood Prince,"Into the cauldron, handsome.","$250,000,000 ",denum
1,Dobby Has No Master,Harry Potter and the Deathly Hallows Part 1,Dobby? What are you doing here?,"$200,000,000 ",denum
2,Hermione's Helping Hand,Harry Potter and the Half-Blood Prince,The who?,"$250,000,000 ",denum
17,Saving Lives,Harry Potter and the Prisoner of Azkaban,I see no strawberries.,"$130,000,000 ",denum
1,Missing,Harry Potter and the Chamber of Secrets,"Hermione's answered that, too.","$100,000,000 ",denum
1,Fiendfyre,Harry Potter and the Deathly Hallows Part 2,Well done. Let's find Ron and get out of here.,"$250,000,000 ",denum
1,Dark Forces,Harry Potter and the Half-Blood Prince,Later.  What've I missed?,"$250,000,000 ",denum
2,Dark Forces,Harry Potter and the Half-Blood Prince,Don' you worry.  He'll be 'long soon 'nuff --,"$250,000,000 ",denum
13,The Seven Potters,Harry Potter and the Deathly Hallows Part 1,"Yeah, he's ruddy gorgeous.  What say we get undercover before someone murders him.","$200,000,000 ",denum
2,Through the Trapdoor,Harry Potter and the Philosopher's Stone,What?!,"$125,000,000 ",denum
53,Snatchers Strike,Harry Potter and the Deathly Hallows Part 1,"How 'bout you, lovely?  What do they call you...?","$200,000,000 ",denum
4,The Astronomy Tower,Harry Potter and the Half-Blood Prince,"No, Harry.  I do not pray.  I was merely closing a window -- the one that had allowed us to Apparate.","$250,000,000 ",denum
10,Hogwarts Reunion,Harry Potter and the Deathly Hallows Part 2,What is it?,"$250,000,000 ",denum
1,Flying to Hogwarts,Harry Potter and the Chamber of Secrets,Aah!,"$100,000,000 ",denum
34,The Deathly Hallows,Harry Potter and the Deathly Hallows Part 1,Stop!  I've got him --,"$200,000,000 ",denum
4,The Astronomy Tower,Harry Potter and the Half-Blood Prince,Speak to no one else... I... I shall wait here...,"$250,000,000 ",denum
9,"Flesh, Blood and Bone",Harry Potter and the Goblet of Fire,"Do it, now!","$150,000,000 ",denum
2,Through the Trapdoor,Harry Potter and the Philosopher's Stone,Whew. Lucky we didn't panic!,"$125,000,000 ",denum
1,King's Cross,Harry Potter and the Deathly Hallows Part 2,And the snake lives.,"$250,000,000 ",denum
1,The Burrow,Harry Potter and the Chamber of Secrets,"Oh, it","$100,000,000 ",denum
22,King's Cross,Harry Potter and the Deathly Hallows Part 2,The boy. Is he dead?,"$250,000,000 ",denum
1,Fiendfyre,Harry Potter and the Deathly Hallows Part 2,What's wrong with the one you have?,"$250,000,000 ",denum
3,The Yule Ball,Harry Potter and the Goblet of Fire,Where have you been? Nevermind! Off to bed both of you.,"$150,000,000 ",denum
3,The Unforgivable Curses,Harry Potter and the Goblet of Fire,"There's a reason those curses are unforgivable, and to perform them in a classroom. I mean did you see Neville's face.","$150,000,000 ",denum
1,The Department of Mysteries,Harry Potter and the Order of the Phoenix,Why not?,"$150,000,000 ",denum
19,The Marauder's Map,Harry Potter and the Prisoner of Azkaban,What they're doing.,"$130,000,000 ",denum
2,The Dementor,Harry Potter and the Prisoner of Azkaban,I still think it was brilliant.,"$130,000,000 ",denum
26,"Number Twelve, Grimmauld Place",Harry Potter and the Order of the Phoenix,"Hello, Harry dear.","$150,000,000 ",denum
2,Mountain Troll,Harry Potter and the Philosopher's Stone,I think the troll's left the dungeon!,"$125,000,000 ",denum
1,Norbert,Harry Potter and the Philosopher's Stone,Hagrid!,"$125,000,000 ",denum
9,Fallen Warrior,Harry Potter and the Deathly Hallows Part 1,"I hope so, Ollivander, for your sake.  I won't be so forgiving next time...","$200,000,000 ",denum
3,Wizard's Chess,Harry Potter and the Philosopher's Stone,Now what do we do?,"$125,000,000 ",denum
1,In the Hog's Head,Harry Potter and the Order of the Phoenix,That's the first time you've said his name.,"$150,000,000 ",denum
1,Chamber of Secrets,Harry Potter and the Chamber of Secrets,You wrote them!,"$100,000,000 ",denum
3,The Deathly Hallows,Harry Potter and the Deathly Hallows Part 1,Its owner grew drunk with power and was murdered.,"$200,000,000 ",denum
1,Death Eaters Attack,Harry Potter and the Half-Blood Prince,Did you get my owl?,"$250,000,000 ",denum
6,Your Mother's Eyes,Harry Potter and the Deathly Hallows Part 2,It will spread.,"$250,000,000 ",denum
4,Horace Slughorn,Harry Potter and the Half-Blood Prince,Both are waiting for you.,"$250,000,000 ",denum
9,He Will Come To Me,Harry Potter and the Deathly Hallows Part 2,Nagini! Come!,"$250,000,000 ",denum
3,Polyjuice Potion,Harry Potter and the Chamber of Secrets,Me too.,"$100,000,000 ",denum
1,Keeper of the Keys,Harry Potter and the Philosopher's Stone,"Excuse me, who are you?","$125,000,000 ",denum
3,Snatchers Strike,Harry Potter and the Deathly Hallows Part 1,A Stinging Jinx.,"$200,000,000 ",denum
1,That's For My Father,Harry Potter and the Half-Blood Prince,Brilliant.,"$250,000,000 ",denum
110,Dark Times,Harry Potter and the Deathly Hallows Part 1,"Mm.  Yes. Hello, kitten.  Don't you look lovely.","$200,000,000 ",denum
1,Cursed Necklace,Harry Potter and the Half-Blood Prince,You know.  She's... got nice skin.,"$250,000,000 ",denum
1,Slug Club,Harry Potter and the Half-Blood Prince,"The shelf, sir?","$250,000,000 ",denum
12,Witnesses to an Execution,Harry Potter and the Prisoner of Azkaban,"Not a word to anyone, understood?","$130,000,000 ",denum
4,The First Task,Harry Potter and the Goblet of Fire,What are you doing here Miss Granger?,"$150,000,000 ",denum
4,Out Of The Hat,Harry Potter and the Chamber of Secrets,"Exactly, Harry! Exactly! Which makes you different from Voldemort. It is not our abilities that show what we truly are. It is our choices. If you want proof why you belong in Gryffindor, then I suggest that you look more closely at this. Be careful.","$100,000,000 ",denum
53,Snatchers Strike,Harry Potter and the Deathly Hallows Part 1,Like 'ell you are.  We know skinny Stan.  Try again.,"$200,000,000 ",denum
1,What Could Be Safer?,Harry Potter and the Half-Blood Prince,Good.  Bad.  Speaking of which...,"$250,000,000 ",denum
1,Hermione's Helping Hand,Harry Potter and the Half-Blood Prince,Quiet!  I'm Captain.  We do it my way.  Now line up.  On three. One.  Two... Three!,"$250,000,000 ",denum
1,The Wizard's Choice,Harry Potter and the Deathly Hallows Part 2,When you told Professor Snape it was failing you. It will always fail you.,"$250,000,000 ",denum
1,The Half Blood Prince,Harry Potter and the Half-Blood Prince,"Um, sorry, sir, but I haven't got my book yet -- nor's Ron.  You see --","$250,000,000 ",denum
12,Harry and Ron Transformed,Harry Potter and the Chamber of Secrets,Hey! Where are you going?,"$100,000,000 ",denum
1,Dumbledore's Army,Harry Potter and the Order of the Phoenix,"Better not, Dobby. School is pretty intense right now. We'll do it ina few months, before the holidays.","$150,000,000 ",denum
1,Polyjuice Potion,Harry Potter and the Chamber of Secrets,Come on.,"$100,000,000 ",denum
13,Transforming Malfoy,Harry Potter and the Goblet of Fire,come with me.,"$150,000,000 ",denum
24,Tom Riddle,Harry Potter and the Chamber of Secrets,Sir- if it all stopped- if the person responsible was caught--,"$100,000,000 ",denum
1,Rogue Bludger,Harry Potter and the Chamber of Secrets,"A month? But, Hermione, if Malfoy is the Heir of Slytherin, he could attack half the Muggle-borns in the school by then.","$100,000,000 ",denum
1,Keeper of the Keys,Harry Potter and the Philosopher's Stone,Blown up? You told me my parents died in a car crash!,"$125,000,000 ",denum
2,Mudbloods and Murmurs,Harry Potter and the Chamber of Secrets,Those are Nimbus Two Thousand and Ones! How did you get those?,"$100,000,000 ",denum
1,Theft of a Thief,Harry Potter and the Deathly Hallows Part 1,"When you turned this place over -- don't deny it! -- you found a locket, am I right?","$200,000,000 ",denum
2,The Order of the Phoenix,Harry Potter and the Order of the Phoenix,"We've already told you, we're not privyed to the meetings. But we do know a few things.","$150,000,000 ",denum
38,Professor Trelawney's Prediction,Harry Potter and the Prisoner of Azkaban,"Tonight, he who betrayed his friends, whose heart rots with murder... shall break free. Innocent blood shall be spilt... and servant and master shall be reunited once more. I'm so sorry, dear boy. Did you say something?","$130,000,000 ",denum
1,He's After You,Harry Potter and the Deathly Hallows Part 2,In the morning.,"$250,000,000 ",denum
1,No Longer Safe,Harry Potter and the Chamber of Secrets,It was you You stopped the barrier from letting Ron and me through.,"$100,000,000 ",denum
1,Fallen Warrior,Harry Potter and the Deathly Hallows Part 1,A grindylow!,"$200,000,000 ",denum
20,What Could Be Safer?,Harry Potter and the Half-Blood Prince,None of your business.,"$250,000,000 ",denum
4,Perilous Potions,Harry Potter and the Half-Blood Prince,"Quick thinking on your part, Harry.  Using a Bezoar.  You must be very proud of your student, eh, Horace?","$250,000,000 ",denum
2,Forest Fugitives,Harry Potter and the Deathly Hallows Part 1,"Seems strange, mate.  Dumbledore sends you off to find a load of Horcruxes, but doesn't bother to tell you how to destroy them. Doesn't that bother you?","$200,000,000 ",denum
15,Professor Umbridge's Class,Harry Potter and the Order of the Phoenix,"Hmm, let's see, five points from Gryffindor for coming in late.","$150,000,000 ",denum
1,Horace Slughorn,Harry Potter and the Half-Blood Prince,"Sir, exactly what was that all --","$250,000,000 ",denum
44,"Flesh, Blood and Bone",Harry Potter and the Goblet of Fire,Flesh of the servent willingly sacrificed.,"$150,000,000 ",denum
1,Snatchers Strike,Harry Potter and the Deathly Hallows Part 1,How long will it last?,"$200,000,000 ",denum
1,Give Me Harry Potter,Harry Potter and the Deathly Hallows Part 2,I think I can help you out with that... -.. Harry appears.,"$250,000,000 ",denum
1,The Order of the Phoenix,Harry Potter and the Order of the Phoenix,"Thanks, Hermione.","$150,000,000 ",denum
13,The Seven Potters,Harry Potter and the Deathly Hallows Part 1,"All right, all right!  You'll all have time for a cozy catch-up later!  We've got to get the hell out of here and soon!","$200,000,000 ",denum
1,Confront Your Fate,Harry Potter and the Deathly Hallows Part 2,It's... meant to be.,"$250,000,000 ",denum
21,Letters from No One,Harry Potter and the Philosopher's Stone,"Oh, Marge is ill! Ate a funny whelk.","$125,000,000 ",denum
19,Out of the Fire,Harry Potter and the Order of the Phoenix,"You know, I don't think we are.","$150,000,000 ",denum
19,The Portkey,Harry Potter and the Goblet of Fire,Yeah get out of the kitchen Ron.,"$150,000,000 ",denum
3,Saving Lives,Harry Potter and the Prisoner of Azkaban,"Of course. Remember what Dumbledore said? If we succeed, more than one innocent life could be spared. Let's go.","$130,000,000 ",denum
4,Veritaserum,Harry Potter and the Goblet of Fire,"Send an owl to Azkaban, think they'll find they're missing a prisoner.","$150,000,000 ",denum
3,The Yule Ball,Harry Potter and the Goblet of Fire,Ron you spoil everything!,"$150,000,000 ",denum
3,Saving Lives,Harry Potter and the Prisoner of Azkaban,We save Sirius.,"$130,000,000 ",denum
1,Griphook's Price,Harry Potter and the Deathly Hallows Part 2,And in Madam Lestrange's vault as well?,"$250,000,000 ",denum
1,Slug Club,Harry Potter and the Half-Blood Prince,"You knew him, didn't you, sir? Tom Riddle.  You were his teacher.","$250,000,000 ",denum
20,Fallen Warrior,Harry Potter and the Deathly Hallows Part 1,Remus!  What're you doing!,"$200,000,000 ",denum
1,Dreams and Suspicions,Harry Potter and the Goblet of Fire,Bubble juice sir?,"$150,000,000 ",denum
1,In the Hog's Head,Harry Potter and the Order of the Phoenix,"What would we do without you, Hermione?","$150,000,000 ",denum
1,The Yule Ball,Harry Potter and the Goblet of Fire,My dress robes.,"$150,000,000 ",denum
2,Dark Forces,Harry Potter and the Half-Blood Prince,Looks like his own this time.,"$250,000,000 ",denum
1,The Yule Ball,Harry Potter and the Goblet of Fire,Because we'd take the mickey out of her if she did.,"$150,000,000 ",denum
1,Ministry Interior,Harry Potter and the Deathly Hallows Part 1,"Ron, it's me.","$200,000,000 ",denum
55,Salvio hexia,Salvio hexia,Hex deflection,Haze,spells
7,Cursed Necklace,Harry Potter and the Half-Blood Prince,I suggest you return to your dormitory.  All of you.,"$250,000,000 ",denum
1,Aragog,Harry Potter and the Chamber of Secrets,You heard what Hagrid said; 'Follow the spiders.',"$100,000,000 ",denum
19,The Seven Potters,Harry Potter and the Deathly Hallows Part 1,Dead ugly.,"$200,000,000 ",denum
2,Confront Your Fate,Harry Potter and the Deathly Hallows Part 2,"Rubbish! You can't just give yourself up to him -- Hermione squeezes Ron's arm, silencing him.","$250,000,000 ",denum
21,Dudley Demented,Harry Potter and the Order of the Phoenix,By those...things?,"$150,000,000 ",denum
26,To Diagon Alley,Harry Potter and the Chamber of Secrets,"Right. Here we are Harry, you go first dear.","$100,000,000 ",denum
17,Wizards Duel,Harry Potter and the Order of the Phoenix,"Dumbledore, I want some answers!","$150,000,000 ",denum
3,Professor Umbridge's Class,Harry Potter and the Order of the Phoenix,I wanted to know something about your course aims.,"$150,000,000 ",denum
16,The Portkey,Harry Potter and the Goblet of Fire,Feet off the table.,"$150,000,000 ",denum
2,Sacrifice Play,Harry Potter and the Philosopher's Stone,"Do you want to stop Snape or not? Harry, it's you that has to go on. I know it. Not me, not Hermione, you.  Knight...to H-3.","$125,000,000 ",denum
